one_ip,baseline1 ==> time:27.433333333333334mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.0mins
100users,1days,baseline1 ==> time:0.21666666666666667mins
100users,1days,baseline1 ==> time:0.36666666666666664mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.18333333333333332mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.18333333333333332mins
100users,1days,baseline1 ==> time:0.18333333333333332mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.18333333333333332mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.18333333333333332mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.13333333333333333mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.18333333333333332mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.15mins
100users,1days,baseline1 ==> time:0.16666666666666666mins
100users,1days,baseline1 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.25mins
100users,1days,baseline2 ==> time:0.38333333333333336mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.23333333333333334mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.23333333333333334mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.15mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.15mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.23333333333333334mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.23333333333333334mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.23333333333333334mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.36666666666666664mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.15mins
100users,1days,baseline2 ==> time:0.16666666666666666mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.25mins
100users,1days,baseline2 ==> time:0.23333333333333334mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.21666666666666667mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.2mins
100users,1days,baseline2 ==> time:0.18333333333333332mins
train: 100users,1days,baseline1 ==> train likelihood:-2.0030466754168033 ==> outgoing prob:0.4742624833403745 ==> time:3.4mins
train: 100users,1days,baseline2 ==> train likelihood:0.9838829907477864 ==> outgoing prob:0.4742624833403745 ==> time:37.45mins
train: 100users,1days,baseline2 ==> train likelihood:0 ==> outgoing prob:0.4742624833403745 ==> time:27.05mins
train: 100users,1days,baseline2 ==> train likelihood:0 ==> outgoing prob:0.4742624833403745 ==> time:6.133333333333334mins
train: 100users,1days,baseline2 ==> train likelihood:0.9838834858181287 ==> outgoing prob:0.4742624833403745 ==> time:6.333333333333333mins
train: 100users,1days,baseline2 ==> train likelihood:0.9838834858181287 ==> outgoing prob:0.4742624833403745 ==> time:5.916666666666667mins
generating: 100users,1days,baseline1 ==> time:9.016666666666667mins
train: 100users,1days,baseline2 ==> train likelihood:-4.400328416943323 ==> outgoing prob:0.4742624833403745 ==> time:7.066666666666666mins
generating: 100users,1days,baseline2 ==> time:70.26666666666667mins
generating: 100users,1days,baseline2 ==> time:51.05mins
train: 100users,1days,baseline3 ==> train likelihood:-5.487219888799446 ==> outgoing prob:0.4742624833403745 ==> time:5.75mins
generating: 100users,1days,baseline3 ==> time:61.233333333333334mins
train: 100users,1days,baseline2 ==> train likelihood:-4.4003284169433226 ==> outgoing prob:0.4742624833403745 ==> time:6.533333333333333mins
